application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications
2778,Chad Hunter,rwhite@example.org,+1-740-965-6269,NED,BSIT,2.85,2025-05-10 18:35:11,189.139.180.157,59,Mobile,5
2779,Marissa Ray,marissaarmstrong@example.com,952.696.2796x374,SMIU,BSAI,2.06,2025-05-27 17:02:22,198.196.113.12,42,Desktop,2
2780,Stacie Summers,rodgersdaniel@example.com,(211)426-7667x5382,Stanford,BBA,2.51,2025-05-24 23:33:10,13.170.203.144,54,Desktop,3
2781,Michelle Johnson,jonesphillip@example.com,556.519.7065x41926,NED,BSIT,3.31,2025-05-19 02:58:36,169.207.44.219,95,Desktop,1
2782,Holly Sparks,mrich@example.net,353.555.2585x34842,Stanford,BSAI,2.52,2025-05-12 20:23:46,170.210.134.13,83,Desktop,1
2783,Brandon Duncan,vwood@example.com,(817)942-2872x896,MIT,BBA,3.65,2025-05-24 10:56:30,11.68.80.210,76,Mobile,3
2784,Emma Martin,courtney65@example.com,868-247-2609x655,NED,BSIT,3.12,2025-05-17 23:52:53,205.197.189.71,81,Mobile,5
2785,Kevin Ford,johntran@example.net,2472776191,IU,BSIT,2.77,2025-05-21 05:45:53,41.62.16.214,78,Mobile,3
2786,Ryan Salazar,gonzalezsandra@example.com,3879578228,MIT,BSCS,3.25,2025-05-16 01:24:17,204.235.208.237,55,Desktop,1
2787,Kerri Lopez,jamesbridges@example.net,(511)598-3921,FAST,BSIT,2.88,2025-05-08 13:17:26,40.118.61.108,91,Mobile,5
2788,Michele Ward DDS,juan21@example.org,(841)508-0581x9824,NED,BSIT,2.77,2025-05-02 04:59:52,220.221.189.186,75,Mobile,2
2789,Madeline West,michelle91@example.net,9669123720,FAST,BSAI,2.54,2025-05-01 17:56:22,171.97.145.166,74,Desktop,5
2790,Angela Phillips,johnsmargaret@example.com,+1-999-595-5354x17158,NED,BSAI,3.09,2025-05-02 06:50:11,190.31.110.60,41,Desktop,3
2791,Mr. Richard Henderson,cory09@example.com,(867)548-5351x263,MIT,BSE,3.39,2025-05-22 10:12:40,157.97.98.31,84,Desktop,1
2792,Mr. Ryan Blackwell DDS,justin87@example.net,(714)200-5253,IU,BSIT,2.08,2025-04-28 16:56:59,57.150.8.67,89,Desktop,1
2793,Ashlee Brown,xhernandez@example.com,8744169857,Harvard,BSIT,3.39,2025-05-26 03:12:56,171.128.78.185,45,Mobile,4
2794,Isaac Perez,davisjeffrey@example.org,001-561-611-3289,SMIU,BSCS,3.15,2025-05-22 18:17:39,195.216.197.122,91,Desktop,2
2795,John Morrow,beth84@example.org,+1-880-276-9899x47791,Stanford,BSE,3.97,2025-05-13 22:05:19,209.239.70.93,71,Mobile,4
2796,Ann Martin,sandersrobert@example.org,(475)766-3281,MIT,BSE,2.28,2025-05-26 19:38:25,60.56.240.193,62,Desktop,4
2797,Ashley Coleman,nramos@example.net,657.388.4807x807,MIT,BSAI,2.95,2025-05-02 12:06:03,146.247.96.78,94,Desktop,2
2798,Vincent Hinton,bakerbrittany@example.net,749-610-2897,Stanford,BSIT,2.91,2025-05-25 05:03:57,128.185.35.40,45,Desktop,4
2799,Joseph Ford,gutierrezkathleen@example.com,+1-427-279-3962x90685,NED,BSE,2.57,2025-05-09 06:14:05,196.0.82.21,63,Desktop,1
2800,Michael Adams,shawnrivera@example.com,699.423.2364x10323,MIT,BSIT,2.8,2025-04-28 20:03:26,140.94.101.128,100,Desktop,5
2801,Chelsea Larsen,urobles@example.net,+1-437-930-0389,NED,BSAI,3.02,2025-04-29 20:35:07,219.159.208.222,100,Mobile,4
2802,Jeffrey Hunter,jamesshannon@example.net,574-853-1088x8592,Harvard,BSAI,2.49,2025-05-02 11:45:46,161.7.182.132,83,Mobile,4
2803,Danielle Evans,jonesellen@example.org,7064673679,FAST,BSIT,2.24,2025-05-13 00:08:11,219.176.219.233,85,Mobile,1
2804,Michele White,vincentlarson@example.net,(966)971-3663x10498,Stanford,BSAI,2.59,2025-05-02 07:06:22,221.8.116.138,94,Mobile,1
2805,Natasha Miller,smithleah@example.com,001-963-690-5721,NED,BSAI,2.31,2025-05-26 09:42:17,189.209.185.237,89,Desktop,5
2806,Victoria Armstrong,ycummings@example.net,9924592363,Stanford,BSCS,2.89,2025-05-16 20:32:05,121.135.107.75,93,Mobile,0
2807,Zachary Wiggins,todd88@example.net,420.681.7073x07606,NED,BSIT,3.97,2025-05-04 02:06:53,141.66.139.41,95,Mobile,2
2808,Laura Wright,megansmith@example.com,884-390-8616,FAST,BBA,2.12,2025-05-25 19:20:40,188.138.78.127,79,Desktop,2
2809,Elizabeth Jennings,danielhoffman@example.com,763-975-3632,SMIU,BSE,3.76,2025-05-27 12:31:42,221.62.187.116,50,Desktop,1
2810,Heather Baker,ksparks@example.com,313-978-0445x12607,SMIU,BSAI,2.43,2025-05-23 15:26:23,211.140.237.246,63,Mobile,4
2811,William Martin,amanda13@example.org,(739)241-5971,MIT,BSAI,3.89,2025-05-07 11:01:19,166.212.4.117,99,Desktop,1
2812,Sophia Gomez,patriciaobrien@example.com,001-877-907-9768x86256,Harvard,BSIT,3.48,2025-05-11 08:05:50,160.87.85.21,67,Desktop,4
2813,Michaela Ross,jamesballard@example.com,001-751-992-9768x5278,Stanford,BSE,3.4,2025-05-12 04:47:23,23.226.228.49,51,Desktop,3
2814,John Hill,grimessean@example.org,411-981-2445,IU,BSIT,3.27,2025-05-05 13:28:42,145.176.172.35,100,Desktop,3
2815,William Carroll,tonynunez@example.com,6732443920,Stanford,BBA,3.68,2025-05-06 18:33:23,131.10.180.146,62,Mobile,5
2816,Raymond Baxter,melodycox@example.org,916-451-7798,SMIU,BSCS,2.74,2025-05-26 12:21:41,173.53.25.13,41,Mobile,5
2817,Nicholas Mcpherson,antoniocarpenter@example.org,247.242.0233x0033,SMIU,BBA,3.77,2025-05-08 19:51:13,222.52.45.77,80,Mobile,5
2818,Connor Schmidt,gsmith@example.org,911.732.3704,NED,BBA,3.67,2025-05-04 12:01:53,3.111.9.147,72,Mobile,3
2819,Suzanne Davis,angela77@example.com,+1-496-987-0000,IU,BSCS,3.84,2025-05-04 04:06:02,27.141.63.114,99,Desktop,3
2820,Judy Brandt,gonzalesscott@example.org,(800)615-2394,FAST,BBA,3.86,2025-05-08 22:31:43,202.117.183.102,49,Mobile,2
2821,Monica Hill,vbell@example.org,9539857799,SMIU,BBA,3.71,2025-05-10 08:58:37,73.61.152.40,61,Mobile,5
2822,Douglas Wise,jodywright@example.net,(948)341-3467x585,Stanford,BSE,2.23,2025-05-21 22:24:57,120.183.11.36,72,Mobile,1
2823,Brittany Bonilla,justincampbell@example.org,001-467-477-9292x1831,SMIU,BSAI,2.51,2025-05-12 14:06:59,198.83.235.76,79,Mobile,0
2824,Anthony Davis,gramirez@example.net,553.988.4292x500,SMIU,BSAI,2.07,2025-05-04 21:46:34,198.206.183.9,68,Mobile,1
2825,Brooke Barr,rreed@example.com,559.345.0682,Stanford,BBA,2.53,2025-05-27 18:27:48,218.12.120.202,62,Desktop,4
2826,Joseph Hernandez,linda71@example.com,+1-575-200-6429,IU,BSCS,3.13,2025-05-11 00:37:34,155.211.68.250,74,Mobile,3
2827,Toni Dixon,lawrencejones@example.com,001-232-786-4555x317,IU,BSE,3.29,2025-05-07 18:42:42,101.81.199.23,45,Desktop,5
2828,Jonathan Davidson,cameron69@example.com,291.847.0072x138,IU,BSE,3.14,2025-05-01 15:54:45,220.202.213.211,49,Desktop,3
2829,James Deleon PhD,anthonylewis@example.net,001-623-454-4644x666,MIT,BBA,2.63,2025-05-04 11:23:13,175.29.233.164,98,Desktop,0
2830,Elizabeth Branch,bentleybrian@example.com,998-376-8041x2026,Stanford,BBA,3.57,2025-05-17 14:39:50,195.104.119.212,73,Desktop,4
2831,Stephen Porter,tyler69@example.com,(262)735-7980x6586,MIT,BBA,2.63,2025-05-06 16:34:05,174.69.144.129,88,Mobile,4
2832,Nathan Riley,hannah95@example.org,(216)723-4111,IU,BSE,3.05,2025-05-07 12:13:55,147.227.181.21,77,Mobile,3
2833,Wesley Shaw,rjohnson@example.com,207.688.4590,Stanford,BSAI,2.56,2025-05-26 10:30:51,202.57.72.26,69,Mobile,5
2834,Amy Buckley,charleshaas@example.org,(835)219-3913x897,MIT,BSAI,2.27,2025-04-28 16:33:37,98.153.70.73,97,Mobile,4
2835,Jim Barber,noahbaird@example.net,+1-589-834-7651x8580,Stanford,BBA,3.02,2025-05-14 21:59:36,20.93.21.131,94,Desktop,3
2836,Jennifer Powers,brownteresa@example.com,707.649.3891x19819,IU,BSE,2.62,2025-05-23 23:08:03,219.121.72.30,58,Desktop,1
2837,Tiffany Washington,shawnsweeney@example.com,945-232-9302x8951,Stanford,BSCS,3.07,2025-05-21 03:27:59,36.207.28.16,65,Desktop,2
2838,Joseph Harrison,jasonsmith@example.com,(430)798-2506,Stanford,BSAI,2.51,2025-05-03 23:33:20,204.166.234.113,98,Mobile,1
2839,Jacob Bowers,stuartedward@example.com,001-685-308-0770,IU,BBA,3.56,2025-05-11 00:05:29,99.163.25.93,98,Mobile,4
2840,James Joseph,kelly06@example.net,(849)592-1941x242,FAST,BSIT,3.68,2025-05-01 19:33:14,150.17.59.106,82,Desktop,4
2841,Mary Boyer,joshua36@example.com,001-669-502-4350x940,Stanford,BSIT,2.71,2025-05-27 20:29:18,150.173.162.199,47,Desktop,0
2842,Natalie Chase,ryan22@example.org,772-711-7275,Stanford,BSAI,3.45,2025-05-11 09:53:52,62.145.75.253,80,Mobile,3
2843,Julia Walters,elizabethbraun@example.com,538.417.3456,Stanford,BSIT,3.42,2025-05-26 22:33:33,12.113.72.114,49,Mobile,5
2844,Danielle Frey,kim85@example.com,+1-647-384-3391x997,FAST,BSE,2.88,2025-05-08 13:30:47,131.51.196.189,68,Mobile,4
2845,Haley Tanner,richard63@example.net,(775)489-3215x17424,SMIU,BSAI,2.57,2025-04-28 01:16:06,174.179.127.76,86,Mobile,0
2846,Jessica Vargas,cjordan@example.org,993-906-3017x4618,Stanford,BBA,2.42,2025-05-04 19:38:03,222.213.219.242,87,Mobile,2
2847,Joseph Carr,eblair@example.com,556-710-2860x554,IU,BBA,2.16,2025-05-07 21:51:08,188.76.147.135,63,Mobile,0
2848,Karen Frank,etucker@example.com,(860)997-7358x93952,SMIU,BSAI,3.15,2025-05-25 21:20:30,151.128.201.6,76,Desktop,3
2849,Joe Stevens,mcneilandrew@example.org,001-830-942-0340x3919,NED,BBA,3.54,2025-04-28 00:27:28,130.183.110.9,53,Mobile,1
2850,Catherine Duran,christophermccoy@example.org,481.360.2586x292,NED,BSCS,3.52,2025-05-18 03:45:41,199.198.109.148,76,Desktop,3
2851,Victoria Moon,erik95@example.com,001-497-745-5587,SMIU,BSAI,3.97,2025-05-04 00:40:27,166.45.20.240,71,Desktop,2
2852,Michael Sullivan,paula12@example.org,(794)557-3555x4036,Harvard,BSCS,2.38,2025-05-04 22:00:56,41.122.67.134,99,Desktop,2
2853,Bradley Rivas,bartlettamy@example.com,(982)379-5898x274,Stanford,BSIT,2.17,2025-05-21 09:33:11,115.196.63.211,90,Mobile,5
2854,Alec Petty,lori05@example.org,001-783-777-4658,IU,BBA,2.93,2025-05-23 23:59:00,189.232.78.27,72,Mobile,2
2855,Thomas Hull,maria59@example.org,(299)995-9288x2207,Stanford,BSAI,3.81,2025-04-29 20:22:10,137.209.4.103,100,Desktop,5
2856,Brett Campbell,evan67@example.net,(341)825-7021x6157,FAST,BSAI,2.61,2025-05-22 06:56:14,182.101.146.133,66,Desktop,5
2857,Lucas Frazier,robertsilva@example.org,411-596-7419x91547,FAST,BSIT,3.71,2025-05-13 07:53:33,138.27.99.203,56,Mobile,1
2858,Martin Jones,matthewmorrow@example.org,+1-763-435-0235x0131,MIT,BSIT,3.31,2025-05-08 12:49:51,149.240.147.55,95,Desktop,3
2859,Jacqueline Farmer,espencer@example.org,001-647-732-7986x00140,MIT,BSAI,3.8,2025-05-06 07:43:30,29.180.10.194,72,Mobile,2
2860,Molly Morris,emedina@example.net,2969956557,IU,BSIT,3.25,2025-05-20 00:32:01,155.93.208.207,88,Mobile,1
2861,Nicole Parker,raymond88@example.com,001-359-366-9638x31333,FAST,BSIT,2.93,2025-05-13 05:23:54,153.124.129.182,47,Mobile,1
2862,Luke Mercado,emilymorris@example.com,390.813.8092x91667,MIT,BBA,2.03,2025-05-19 08:10:47,178.118.147.230,60,Desktop,4
2863,Cindy Rice,cthompson@example.com,657-642-4529x9501,Stanford,BBA,2.76,2025-05-09 02:10:34,65.71.226.238,47,Desktop,4
2864,Diana Glover,gina87@example.org,(409)999-5093,Harvard,BSE,3.73,2025-05-11 05:19:20,196.59.0.117,60,Mobile,4
2865,Autumn Singleton,hannahcobb@example.org,001-978-403-7759x231,FAST,BBA,3.88,2025-05-07 00:25:49,211.152.98.118,70,Desktop,3
2866,Gregory Fernandez,gonzalezjustin@example.net,+1-349-593-3006,Harvard,BSE,2.37,2025-05-02 17:28:51,34.136.86.143,59,Desktop,0
2867,Benjamin Brown,zachary56@example.net,3159837749,FAST,BSCS,2.95,2025-05-14 20:04:24,223.105.45.11,97,Desktop,0
2868,Allison Russell,christinescott@example.com,251.330.0361x210,MIT,BSE,2.41,2025-05-21 15:35:04,136.33.144.38,66,Desktop,4
2869,Olivia Nelson,tiffany15@example.net,+1-943-410-1006x4168,Stanford,BSCS,3.61,2025-05-11 01:36:43,165.196.225.233,78,Mobile,0
2870,Jacqueline Freeman,oholloway@example.org,905-254-1201,MIT,BSE,2.26,2025-05-14 23:21:51,220.244.115.117,67,Mobile,0
2871,Sarah Green,olsondanielle@example.org,472.745.8052,NED,BSAI,3.4,2025-05-24 00:05:40,209.89.26.83,99,Desktop,0
2872,Robert White,kathleenanthony@example.org,3622055911,MIT,BSE,2.39,2025-05-26 10:19:57,174.104.176.28,65,Desktop,0
2873,Joyce Richardson,andrea80@example.org,349.805.7473x53156,Harvard,BSAI,3.5,2025-05-11 13:55:23,212.52.255.186,98,Mobile,2
2874,James Summers,zacharyadkins@example.com,001-330-763-6116,SMIU,BSIT,3.49,2025-05-08 10:21:57,201.230.106.203,57,Desktop,2
2875,Kristopher Sanchez,jondavis@example.org,+1-854-525-8357x3436,MIT,BSAI,3.89,2025-05-11 17:26:08,193.67.181.80,96,Mobile,5
2876,Jennifer Lopez,zoneill@example.com,001-524-832-5429x46611,FAST,BSCS,2.47,2025-05-24 16:05:04,162.62.209.234,45,Mobile,2
2877,Janet Howard,jamesrush@example.net,5408343593,SMIU,BSAI,2.18,2025-05-16 21:46:54,83.180.92.53,65,Desktop,3
2878,David Mcclure,gardnernicole@example.org,+1-742-982-4195x774,FAST,BSE,2.09,2025-05-01 00:48:42,222.159.1.31,65,Desktop,1
2879,Charles Smith,sydneyjimenez@example.net,001-288-504-5797x5317,IU,BSCS,2.95,2025-05-06 08:38:59,194.79.32.43,97,Mobile,0
2880,Jose Edwards,joecrawford@example.net,750.680.6334x2354,FAST,BSE,3.97,2025-05-16 02:05:36,211.102.22.0,96,Desktop,1
2881,Linda Jacobs,millerdavid@example.com,(310)971-0147x23274,Stanford,BSAI,2.03,2025-05-03 09:06:25,186.206.255.38,75,Desktop,3
2882,Ricardo Fields,annamoore@example.net,705.858.1926,MIT,BSAI,3.21,2025-05-26 11:55:19,171.142.109.67,90,Desktop,4
2883,Laura Henderson,cliu@example.org,650-299-9691x16013,NED,BSAI,3.44,2025-05-02 11:26:57,220.29.122.166,82,Mobile,2
2884,Alexander Wu,dfowler@example.com,(221)685-6958x022,NED,BBA,2.92,2025-05-22 22:46:03,215.242.182.168,57,Mobile,3
2885,Dennis Mejia,davidrosario@example.com,379.584.7011x4128,FAST,BBA,3.75,2025-05-04 13:51:58,222.216.122.64,63,Mobile,3
2886,Shelly Sullivan,xcooley@example.com,857-437-1578x18508,Stanford,BBA,3.02,2025-05-20 05:24:54,182.60.81.149,100,Mobile,0
2887,Alyssa Clark,friedmanevelyn@example.com,+1-903-226-9031x21853,MIT,BSIT,2.92,2025-05-04 20:30:30,131.63.168.248,66,Mobile,2
2888,Lance West,richardsonsusan@example.net,001-565-640-9724,NED,BSIT,3.71,2025-05-18 08:50:18,120.80.88.102,46,Desktop,0
2889,Luke Faulkner,rickymcneil@example.com,516-778-1097x939,Harvard,BBA,3.21,2025-05-10 13:18:34,35.255.114.204,78,Mobile,5
2890,Holly Hudson,taylorpatrick@example.net,+1-412-655-9391x9260,FAST,BSE,2.73,2025-05-23 21:11:40,145.33.167.39,61,Desktop,4
2891,Andrew Robinson,rebeccacarlson@example.net,509-665-5017x9752,Harvard,BSCS,3.69,2025-05-07 07:48:46,64.80.107.39,67,Desktop,2
2892,Jeffrey Cain,perezcorey@example.net,(630)360-0818x524,NED,BBA,2.82,2025-05-06 11:29:38,161.23.232.109,72,Desktop,3
2893,Joel Lambert,smithmark@example.com,2568918749,IU,BSE,3.95,2025-05-01 04:15:24,206.29.214.81,47,Desktop,5
2894,Katherine Forbes,tamara20@example.org,655-767-9558x35646,MIT,BBA,2.74,2025-05-10 17:20:38,139.108.140.131,44,Desktop,2
2895,Felicia Best,kennethcarroll@example.org,001-932-899-1276x1295,FAST,BSE,2.05,2025-05-19 05:44:19,164.230.145.25,69,Desktop,4
2896,David Dillon,garrettgrimes@example.org,(455)274-4206,Harvard,BSE,3.58,2025-05-13 17:34:07,106.138.223.19,93,Desktop,2
2897,Michael Barry,ronaldgarner@example.com,305-395-5369,Stanford,BSCS,3.24,2025-05-16 02:47:34,206.173.105.102,56,Desktop,5
2898,David Rodriguez,thomas63@example.net,(377)785-1503,FAST,BSE,2.27,2025-05-22 16:54:06,151.111.2.240,99,Desktop,2
2899,Sheila Meyers,kevin84@example.com,480.220.7890x939,FAST,BSIT,3.22,2025-04-30 08:15:06,24.24.50.76,41,Mobile,1
2900,Richard Taylor,dhester@example.net,001-886-774-5944x7811,MIT,BBA,3.31,2025-05-14 13:41:30,34.177.44.146,44,Mobile,5
2901,Mark Taylor,aali@example.net,+1-978-488-2783x58044,IU,BBA,2.11,2025-05-16 18:55:54,174.251.142.128,51,Mobile,5
2902,Ronald Roth,rhondabrown@example.net,3407786125,IU,BSCS,2.03,2025-05-16 11:52:05,181.99.71.139,54,Desktop,5
2903,David Clark,jason00@example.net,6906448456,FAST,BSAI,2.71,2025-05-24 12:49:50,160.208.80.245,78,Desktop,4
2904,Michael Bentley,parkandrew@example.net,(419)666-5468x72210,IU,BBA,2.4,2025-05-03 23:10:16,195.173.66.89,82,Mobile,2
2905,Garrett Williams,thompsonapril@example.com,(283)951-0591x67603,MIT,BBA,2.91,2025-05-24 02:56:11,123.93.65.151,59,Desktop,3
2906,Jennifer Ford,lindagonzalez@example.org,2748755831,Harvard,BSCS,2.96,2025-05-25 11:43:45,133.58.164.67,79,Mobile,4
2907,Benjamin Bishop,ksutton@example.com,738.830.2896,IU,BSAI,3.48,2025-05-05 05:33:18,145.24.61.150,79,Mobile,2
2908,April Taylor,reedjeremiah@example.net,001-738-548-9470x02951,NED,BSAI,2.43,2025-04-29 13:03:11,40.80.245.243,67,Desktop,4
2909,Erika Prince,ronald43@example.net,+1-961-535-3753x295,Harvard,BSAI,2.27,2025-05-12 16:20:01,220.220.217.96,41,Desktop,0
2910,Richard Harris,douglas14@example.org,001-574-462-3343x68277,NED,BSAI,3.33,2025-05-27 19:02:02,182.56.156.8,61,Desktop,0
2911,Larry Harrell,ashleymcintyre@example.org,(801)257-8215,IU,BSAI,3.72,2025-05-19 09:26:32,196.44.246.109,95,Mobile,4
2912,Eric Higgins,autumncox@example.org,441.395.2945x3435,MIT,BSCS,2.98,2025-05-22 21:59:54,205.203.192.253,49,Desktop,5
2913,Hector Norton,zdoyle@example.org,+1-658-295-8157,FAST,BSCS,3.56,2025-05-25 18:58:48,163.88.21.193,81,Mobile,1
2914,Daniel Stephens,sbrown@example.org,720-249-6960,MIT,BSAI,2.06,2025-05-18 01:02:22,183.126.49.48,45,Mobile,1
2915,Kelly Richardson,mnichols@example.org,783-301-3199x82965,NED,BSIT,2.85,2025-05-08 01:21:02,88.50.59.37,68,Mobile,5
2916,Gina Nelson,richard09@example.org,(321)575-2972,Stanford,BBA,3.55,2025-05-20 14:36:53,44.102.65.223,89,Desktop,2
2917,Sandra Pearson,christina76@example.com,001-718-634-1697x820,Stanford,BSAI,2.02,2025-05-07 17:33:31,71.162.11.246,80,Mobile,2
2918,James Duke,fordjason@example.net,(585)936-9416,IU,BSE,3.21,2025-05-16 20:34:14,217.184.98.105,100,Desktop,1
2919,Katherine Coleman,matthewedwards@example.org,001-330-875-4920x068,IU,BSAI,2.41,2025-05-02 02:44:00,193.141.138.110,82,Mobile,4
2920,David Wilson,nelsonkatie@example.com,(729)961-7863,Harvard,BSAI,2.19,2025-05-02 14:12:11,99.248.217.218,43,Desktop,5
2921,Heather Cain,jessicakeller@example.com,561-634-8448x1152,Stanford,BSAI,2.96,2025-05-23 20:12:06,204.78.202.0,64,Desktop,5
2922,Isaiah Pham,owalker@example.org,527-238-5233x211,Harvard,BBA,3.0,2025-05-17 09:01:23,134.42.4.96,45,Desktop,2
2923,Scott Mayer,petermatthews@example.net,787-844-9037,NED,BBA,3.15,2025-05-03 18:12:19,117.37.175.98,63,Desktop,4
2924,Ashley Cunningham,jonathanlove@example.org,927.439.8330,SMIU,BSE,2.08,2025-05-22 10:53:45,69.45.247.176,93,Mobile,2
2925,Nathaniel Lopez,bryce13@example.com,001-780-767-8437x23765,SMIU,BSCS,3.62,2025-05-20 12:06:48,42.1.191.87,56,Mobile,4
2926,Kathleen Cervantes,tricia08@example.org,527.250.8885,IU,BBA,3.44,2025-05-06 00:10:39,24.82.160.176,72,Mobile,4
2927,Kenneth Garcia,ismith@example.com,001-426-968-1362,SMIU,BSCS,3.08,2025-04-29 10:08:12,38.246.239.47,45,Desktop,2
2928,Lisa Blake,kpotter@example.com,+1-875-419-9048,FAST,BSIT,3.23,2025-05-07 15:18:15,4.118.60.56,88,Desktop,0
2929,Andrew Nelson,alexandra52@example.net,281.809.0213,SMIU,BSCS,2.86,2025-05-09 04:00:07,63.64.254.65,99,Mobile,4
2930,Kurt Guerra,dianegutierrez@example.net,9039456163,IU,BBA,2.18,2025-05-09 12:58:29,74.226.1.58,76,Desktop,0
2931,Rebecca Herrera,matthew24@example.com,412.354.1753x74740,NED,BBA,2.44,2025-05-02 11:22:08,5.196.129.131,99,Mobile,5
2932,Antonio Nichols,molinaanna@example.org,389.516.9030,IU,BSCS,3.92,2025-05-26 21:50:27,105.92.6.173,43,Mobile,2
2933,Michael Boyd,travis00@example.org,+1-573-230-0725,FAST,BSE,3.63,2025-05-16 04:54:25,194.57.17.165,69,Desktop,2
2934,Linda Ryan,uyoung@example.com,6356366405,NED,BBA,2.34,2025-05-17 14:07:27,89.60.28.159,79,Mobile,4
2935,Eric Fox,hayesjudith@example.com,750-328-6186,FAST,BSCS,3.26,2025-05-01 05:41:20,209.105.42.65,100,Desktop,5
2936,Denise Stewart,mcguirejessica@example.net,001-248-337-8691x8259,SMIU,BSAI,3.45,2025-05-24 10:57:14,4.227.147.159,96,Mobile,5
2937,Sarah Johnson,mwillis@example.net,(530)784-1487,IU,BSIT,3.76,2025-05-08 04:14:45,77.20.77.99,55,Desktop,4
2938,Ray Fisher,johnhanson@example.net,605-776-0898,Stanford,BBA,3.28,2025-05-23 08:56:12,157.50.64.142,46,Mobile,3
2939,Melissa Payne,tammy32@example.net,282-362-8488x786,MIT,BSIT,3.07,2025-05-07 12:02:31,169.36.182.81,55,Desktop,2
2940,Amanda Finley,kenneth64@example.org,(263)952-5039x37049,SMIU,BBA,3.38,2025-05-08 11:05:23,183.159.104.130,90,Desktop,3
2941,Craig Hernandez,eduardo20@example.org,001-999-200-6543,Stanford,BSAI,2.02,2025-05-21 17:29:55,27.38.214.239,58,Desktop,5
2942,Jasmine Torres,zbrooks@example.org,(296)498-2982x1433,SMIU,BSIT,3.36,2025-05-02 06:22:56,97.162.246.254,45,Mobile,5
2943,Karen Bailey,davidcastillo@example.org,(781)454-9556,IU,BSAI,3.34,2025-05-07 03:35:56,182.189.220.41,58,Desktop,4
2944,Kevin Barron,qmorrison@example.net,513.725.7239x966,IU,BBA,2.92,2025-05-02 16:36:50,63.127.128.179,76,Mobile,0
2945,Daniel Mercado,stephenberger@example.com,(394)714-5914,NED,BSCS,2.6,2025-05-22 18:27:06,139.74.152.201,59,Desktop,5
2946,Jacob Ford,pweber@example.org,507.372.5595x4811,MIT,BSAI,2.66,2025-05-04 04:14:57,140.60.65.49,48,Mobile,3
2947,Charles Hernandez,qfreeman@example.net,+1-847-796-3814x5666,SMIU,BBA,3.82,2025-05-27 03:59:52,56.95.175.83,60,Desktop,0
2948,Tamara Smith,parkeradam@example.org,(722)766-8164x8167,Stanford,BSE,2.49,2025-05-07 08:04:36,119.255.173.158,44,Mobile,2
2949,Amy Jensen,gmurray@example.org,(995)725-9446x423,NED,BSIT,3.04,2025-05-24 13:35:54,189.146.19.90,79,Mobile,2
2950,Jennifer Chandler,smithmiranda@example.com,(376)500-0499x3773,SMIU,BSCS,3.9,2025-05-25 20:34:39,179.92.238.145,92,Desktop,0
2951,Bryan Rojas,vbradshaw@example.com,001-879-221-8998x875,FAST,BSIT,3.57,2025-05-23 02:07:50,29.79.230.187,85,Desktop,0
2952,Michael Quinn,hernandezjonathan@example.org,302.856.1142,Stanford,BSCS,3.28,2025-05-18 19:25:08,208.108.168.163,40,Mobile,5
2953,Nicholas Yu,spencer13@example.net,4782987122,MIT,BSE,3.34,2025-05-27 00:27:31,109.206.189.181,85,Desktop,2
2954,Bryce Lee,mariafox@example.org,(523)808-5116x21370,IU,BSE,3.98,2025-05-17 00:36:54,171.95.101.122,52,Mobile,4
2955,Martha Brown,amy09@example.com,001-673-518-1908x170,IU,BSCS,2.36,2025-05-10 13:53:17,93.167.121.196,45,Desktop,2
2956,Tammy Thomas,ibell@example.net,001-529-378-5843x86365,Stanford,BSCS,2.77,2025-05-20 17:40:31,24.196.211.25,42,Mobile,2
2957,Sean Ferguson,gina08@example.net,+1-495-837-6395x135,Stanford,BSE,3.95,2025-05-27 02:54:43,216.154.43.8,47,Desktop,2
2958,Victoria Howard,richard35@example.net,373-540-3352,FAST,BSIT,3.5,2025-04-29 06:10:11,192.35.191.121,99,Mobile,1
2959,Emma Neal,sjohnston@example.com,001-683-814-1953x4076,SMIU,BSCS,2.7,2025-05-14 21:13:42,134.96.224.57,69,Mobile,4
2960,Gary Dawson,fholmes@example.org,866-400-1467x9633,SMIU,BSE,3.6,2025-05-14 14:54:58,214.187.149.239,75,Desktop,5
2961,Michael Williams,robertmiles@example.net,(552)664-9120x094,SMIU,BSCS,3.43,2025-05-07 20:25:33,43.118.104.88,49,Mobile,2
2962,Tanya Hawkins,michael78@example.net,+1-607-594-2104x1641,SMIU,BSIT,3.47,2025-04-29 12:54:48,137.66.0.226,65,Desktop,3
2963,Aaron Barnett,jennifer91@example.com,001-258-794-7004x843,NED,BSE,2.17,2025-05-07 10:44:36,208.20.85.41,50,Desktop,0
2964,Brent Williams,aaronayers@example.org,886-721-1593x250,IU,BSE,2.27,2025-05-19 05:47:34,202.145.223.95,61,Desktop,3
2965,Dominic Hines,xsandoval@example.org,(983)839-0493x6426,Stanford,BSAI,2.42,2025-05-08 07:18:06,116.87.146.94,71,Mobile,2
2966,Tamara Silva,walkerjennifer@example.org,+1-690-919-6919x73402,SMIU,BBA,3.94,2025-05-22 23:58:42,208.75.88.143,84,Mobile,4
2967,Kyle Welch,howardhayden@example.com,(393)859-0087x2716,FAST,BBA,2.06,2025-05-08 03:34:14,119.61.90.7,65,Desktop,3
